transactionID,AccountOriginID,AccountDestinationID,TransactionTypeID,Amount,BranchID,Description,TransactionDate,,
3040736,201358,200310,2,4790.91,4,Transaction 40736,8/17/22 3:00 AM,,
3040746,200511,201605,1,1730.86,12,Transaction 40746,4/7/20 7:00 PM,,
3040747,200277,200723,4,2164.86,39,Transaction 40747,12/12/20 12:00 PM,,
3040756,201515,201547,3,792.41,18,Transaction 40756,2/3/24 12:00 PM,,
3040757,200989,200973,2,4337.52,20,Transaction 40757,5/8/21 10:00 AM,,
3040766,201230,201167,2,4460.3,43,Transaction 40766,10/24/23 1:00 PM,,
3040794,200081,200851,1,3324.27,38,Transaction 40794,8/15/22 6:00 PM,,
3040798,200809,201152,2,633.18,21,Transaction 40798,12/29/21 4:00 AM,,
3040815,200605,201245,2,4397.22,32,Transaction 40815,12/21/20 6:00 PM,,
3040820,201617,200036,2,1428.09,41,Transaction 40820,7/21/20 4:00 AM,,
3040830,200479,201470,2,530.08,47,Transaction 40830,3/1/21 1:00 PM,,
3040838,200317,200619,4,2314.9,49,Transaction 40838,3/2/21 10:00 AM,,
3040844,201339,200878,3,3335.06,10,Transaction 40844,8/18/22 9:00 AM,,
3040849,200971,200624,2,1413.01,42,Transaction 40849,12/21/22 5:00 AM,,
3040852,200944,200222,2,1163.05,29,Transaction 40852,5/21/21 4:00 AM,,
3040869,200734,200921,1,513.09,12,Transaction 40869,7/28/23 3:00 PM,,
3040884,201139,201192,4,1430.73,41,Transaction 40884,2/12/20 1:00 AM,,
3040902,200630,201575,4,4277.27,1,Transaction 40902,2/3/22 10:00 AM,,
3040919,200949,201261,3,4909.33,39,Transaction 40919,10/16/22 6:00 AM,,
3040932,200295,201390,3,2303.17,50,Transaction 40932,8/6/21 3:00 PM,,
3040934,200307,200231,2,2906.01,17,Transaction 40934,8/6/22 2:00 PM,,
3040944,200804,200578,4,504.33,25,Transaction 40944,12/2/22 11:00 AM,,
3040959,200132,200060,1,3448.24,18,Transaction 40959,10/11/23 11:00 PM,,
3040961,200400,200444,3,687.74,23,Transaction 40961,3/10/22 7:00 AM,,
3040964,201431,200113,2,1511.58,15,Transaction 40964,9/4/21 10:00 AM,,
3040972,200830,200569,1,3354.06,8,Transaction 40972,4/5/21 12:00 PM,,
3040974,200251,201168,3,886.59,6,Transaction 40974,2/19/22 9:00 AM,,
3040979,201648,201306,1,819.03,46,Transaction 40979,1/24/21 8:00 AM,,
3040992,200853,200594,1,1085.99,9,Transaction 40992,11/24/22 9:00 PM,,
3040993,201048,200467,2,3865.52,3,Transaction 40993,3/19/21 8:00 AM,,
3040995,200418,200355,2,1298.8,23,Transaction 40995,12/6/23 5:00 PM,,
3041008,200115,201505,2,3294.56,3,Transaction 41008,1/7/21 10:00 PM,,
3041011,201128,201564,1,1859.04,26,Transaction 41011,10/19/23 3:00 AM,,
3041013,200022,200101,3,3665.5,13,Transaction 41013,11/3/25 3:01 PM,,
3041023,201173,200404,1,2036.27,10,Transaction 41023,5/17/23 4:00 PM,,
3041026,201561,201110,3,3963.71,32,Transaction 41026,11/8/21 2:00 AM,,
3041029,200557,201399,4,4031.11,8,Transaction 41029,10/18/21 1:00 AM,,
3041032,201105,200982,1,4485.56,4,Transaction 41032,7/1/21 10:00 PM,,
3041039,201407,200617,2,3724.71,44,Transaction 41039,3/23/26 3:01 PM,,
3041040,201486,200543,1,97.08,26,Transaction 41040,11/22/20 5:00 AM,,
3041046,201384,200710,1,1395.89,13,Transaction 41046,3/1/20 12:00 PM,,
3041053,200448,201412,2,1677.68,34,Transaction 41053,7/4/22 11:00 PM,,
3041061,200255,201496,1,712.21,23,Transaction 41061,8/10/20 2:00 AM,,
3041062,200759,201629,1,4529.94,41,Transaction 41062,8/28/21 8:00 PM,,
3041065,200794,200253,2,3534.55,50,Transaction 41065,5/21/23 9:00 AM,,
3041068,200022,201494,1,294.53,42,Transaction 41068,1/6/22 2:00 PM,,
3041077,200232,200189,1,410.2,33,Transaction 41077,3/24/20 7:00 PM,,
3041078,201487,200139,1,4274.92,32,Transaction 41078,2/16/21 3:00 PM,,
3041083,201414,200712,1,690.83,46,Transaction 41083,9/18/23 10:00 PM,,
3041090,200280,201091,4,4453.74,27,Transaction 41090,8/29/22 9:00 PM,,
3041095,201176,201335,3,1143.29,38,Transaction 41095,6/15/20 1:00 AM,,
3041098,200164,201593,4,643.48,15,Transaction 41098,7/23/20 4:00 PM,,
3041100,201054,200470,4,960.22,44,Transaction 41100,11/21/23 3:00 AM,,
3041108,200119,200757,1,525.28,49,Transaction 41108,8/17/23 12:00 AM,,
3041110,201145,200380,3,4793.33,11,Transaction 41110,6/3/21 11:00 AM,,
3041113,200647,200824,2,50.17,34,Transaction 41113,4/17/22 6:00 AM,,
3041114,200540,201436,3,846.67,34,Transaction 41114,9/17/21 10:00 PM,,
3041117,200563,200135,2,1506.32,30,Transaction 41117,5/10/21 3:00 PM,,
3041118,201045,201153,2,958.09,10,Transaction 41118,1/20/21 12:00 PM,,
3041122,201241,200043,4,3205.39,14,Transaction 41122,10/7/21 12:00 AM,,
3041129,200905,200960,4,1688.84,9,Transaction 41129,12/27/21 2:00 PM,,
3041159,201244,200920,2,1160.4,20,Transaction 41159,10/23/20 6:00 PM,,
3041179,200988,200923,2,3325.61,27,Transaction 41179,2/10/22 3:00 PM,,
3041183,201623,200861,1,555.74,41,Transaction 41183,5/22/21 7:00 PM,,
3041185,201300,200169,2,4661.86,18,Transaction 41185,2/27/20 7:00 PM,,
3041186,201198,200778,2,1320.73,24,Transaction 41186,5/29/23 3:00 PM,,
3041188,201215,200141,3,3204.45,4,Transaction 41188,5/29/23 3:00 PM,,
3041206,200077,200462,1,4272.89,46,Transaction 41206,5/19/23 11:00 PM,,
3041211,200996,201157,1,4093.73,35,Transaction 41211,8/11/21 3:00 PM,,
3041213,201081,200775,4,692.99,6,Transaction 41213,3/19/21 8:00 PM,,
3041216,201096,201395,3,690.51,46,Transaction 41216,11/14/22 12:00 AM,,
3041217,200739,200175,3,4731.25,35,Transaction 41217,2/6/22 4:00 PM,,
3041218,200062,201569,3,394.54,9,Transaction 41218,4/7/21 6:00 PM,,
3041219,200761,200997,2,2798.05,7,Transaction 41219,5/30/20 2:00 PM,,
3041229,201518,200683,2,2444.25,4,Transaction 41229,10/25/25 3:01 PM,,
3041232,201029,201244,3,1034.88,2,Transaction 41232,8/1/21 5:00 AM,,
3041241,200972,201327,3,2845.36,29,Transaction 41241,10/29/21 7:00 PM,,
3041250,200401,201578,1,171.39,6,Transaction 41250,2/4/20 10:00 AM,,
3041258,200690,200760,4,2252.47,7,Transaction 41258,3/13/20 10:00 AM,,
3041286,200475,201350,2,634.06,14,Transaction 41286,4/8/20 1:00 AM,,
3041294,201627,200900,2,1199.68,48,Transaction 41294,2/2/23 11:00 AM,,
3041300,200859,201297,1,1981.91,24,Transaction 41300,6/16/22 7:00 PM,,
3041303,200299,200636,2,4414.93,11,Transaction041303,6/17/20 2:00 PM,,
3041307,200469,201592,1,2214.74,30,Transaction 41307,10/29/22 11:00 PM,,
3041309,200965,200377,2,4838.08,21,Transaction 41309,8/9/22 5:00 PM,,
3041317,201204,200455,3,1409.53,48,Transaction 41317,3/23/22 10:00 AM,,
3041320,200652,201124,1,4795.86,22,Transaction 41320,8/19/22 12:00 PM,,
3041331,200779,200826,2,1728.02,29,Transaction 41331,9/15/23 10:00 PM,,
3041341,201363,201433,3,3814.84,1,Transaction 41341,9/11/20 7:00 PM,,
3041345,200707,201468,1,1640.63,41,Transaction 41345,11/4/21 11:00 PM,,
3041348,200217,201001,2,11.01,22,Transaction 41348,4/23/20 6:00 PM,,
3041352,200187,200412,1,637.69,18,Transaction 41352,6/24/22 2:00 AM,,
3041353,201345,200536,2,2201.9,29,Transaction 41353,9/28/21 5:00 PM,,
3041359,201368,200986,1,1350.63,4,Transaction 41359,9/14/20 1:00 PM,,
3041363,200654,201382,1,1980.81,20,Transaction 41363,7/24/22 3:00 AM,,
3041378,200676,200565,1,3654.13,19,Transaction 41378,4/10/23 5:00 AM,,
3041380,201561,200265,4,3995.83,2,Transaction 41380,5/16/20 4:00 AM,,
3041404,200490,201166,2,3160.99,34,Transaction 41404,6/21/23 4:00 PM,,
3041423,200602,201003,2,14.02,8,Transaction 41423,5/24/22 7:00 PM,,
3041432,200862,200171,3,3926.85,12,Transaction 41432,1/27/24 1:00 PM,,
3041441,200764,200696,1,4918.27,13,Transaction 41441,3/13/21 5:00 PM,,
3041446,201310,201180,2,4909.82,25,Transaction 41446,8/16/21 12:00 PM,,
3041448,201194,200664,2,4631.81,31,Transaction 41448,6/12/20 11:00 PM,,
3041455,201581,201358,3,3919.14,25,Transaction 41455,6/11/22 3:00 PM,,
3041467,201198,201511,1,3055.04,28,Transaction 41467,8/12/21 10:00 PM,,
3041476,200232,200129,2,4116.21,33,Transaction 41476,4/18/20 1:00 AM,,
3041484,200044,201089,1,1827.11,36,Transaction 41484,4/21/23 11:00 PM,,
3041485,200633,200161,3,4334.95,24,Transaction 41485,11/15/22 5:00 AM,,
3041488,200367,201378,3,3769,36,Transaction 41488,6/19/23 6:00 PM,,
3041500,200217,200678,3,416.25,37,Transaction 41500,4/4/23 9:00 PM,,
3041520,201194,200414,2,2319.43,43,Transaction 41520,2/17/21 7:00 AM,,
3041522,201543,200865,1,1925.4,14,Transaction 41522,6/14/21 4:00 AM,,
3041533,200146,201404,1,3736.52,26,Transaction 41533,5/28/21 12:00 PM,,
3041552,200237,201385,2,801.69,34,Transaction 41552,12/29/20 2:00 PM,,
3041583,201084,201286,1,1924,39,Transaction 41583,5/9/20 4:00 PM,,
3041591,200517,200951,1,1286.44,31,Transaction 41591,2/20/20 5:00 AM,,
3041596,200248,200331,4,6.68,22,Transaction 41596,9/17/20 8:00 AM,,
3041602,201206,200301,3,3482.2,34,Transaction 41602,7/17/20 5:00 PM,,
3041607,201366,201078,4,3923.9,45,Transaction 41607,1/28/23 10:00 AM,,
3041618,201139,200006,2,2733.34,16,Transaction 41618,8/1/22 5:00 AM,,
3041622,200800,200424,2,74.37,17,Transaction 41622,11/28/20 3:00 AM,,
3041636,201447,201355,1,3962.22,31,Transaction 41636,7/9/22 1:00 AM,,
3041639,200314,201022,2,4849.78,50,Transaction 41639,7/24/23 3:00 AM,,
3041646,200958,200848,4,128.47,23,Transaction 41646,8/11/23 5:00 AM,,
3041662,200563,201451,3,26.84,28,Transaction 41662,1/22/23 9:00 AM,,
3041690,201054,200412,4,2924.38,16,Transaction 41690,11/13/23 1:00 AM,,
3041710,200868,200607,4,4074.85,1,Transaction 41710,12/21/22 6:00 AM,,
3041712,201099,200913,3,1278.6,10,Transaction 41712,11/30/23 7:00 PM,,
3041714,200850,201470,1,2978.58,48,Transaction 41714,4/11/22 2:00 PM,,
3041723,200904,200312,3,4316.54,48,Transaction 41723,5/31/20 9:00 PM,,
3041731,200309,201142,3,2137.28,1,Transaction 41731,12/6/20 3:00 PM,,
3041750,200344,200891,2,3688.84,13,Transaction 41750,3/18/20 6:00 AM,,
3041752,200457,200842,3,791.34,50,Transaction 41752,9/25/23 5:00 PM,,
3041761,201531,200445,3,2452.02,37,Transaction 41761,6/23/26 3:01 PM,,
3041768,200532,201362,1,4058.2,8,Transaction 41768,1/29/23 12:00 AM,,
3041780,200048,200916,3,1188.41,8,Transaction 41780,10/13/21 1:00 AM,,
3041792,201531,200427,3,3918.95,8,Transaction 41792,1/5/22 3:00 PM,,
3041801,201366,200913,2,2021.37,46,Transaction 41801,3/21/22 9:00 AM,,
3041812,201203,201023,1,4098.42,8,Transaction 41812,8/13/21 1:00 AM,,
3041816,200918,200708,3,826.01,47,Transaction 41816,4/5/22 10:00 AM,,
3041826,201589,201543,2,4978.06,1,Transaction 41826,3/15/21 4:00 PM,,
3041830,200476,200637,4,4916.75,44,Transaction 41830,7/5/22 10:00 PM,,
3041839,201119,200950,1,2838.58,2,Transaction 41839,5/28/21 7:00 PM,,
3041866,200892,200341,3,1058.74,15,Transaction 41866,10/17/20 7:00 AM,,
3041882,200507,201333,2,4011.61,16,Transaction 41882,3/5/21 11:00 AM,,
3041886,200046,200011,2,2674.46,21,Transaction 41886,9/29/23 3:00 AM,,
3041898,201374,200558,1,4724.91,43,Transaction 41898,8/12/22 8:00 AM,,
3041903,200314,200118,2,4097,36,Transaction 41903,3/25/21 10:00 AM,,
3041908,200007,200417,2,2394.87,27,Transaction 41908,3/15/22 3:00 AM,,
3041909,200120,200421,1,2508.02,36,Transaction 41909,2/6/24 1:00 PM,,
3041913,200270,201244,1,1524.79,42,Transaction 41913,1/31/21 5:00 AM,,
3041915,200774,200303,3,4337.03,4,Transaction 41915,5/20/22 7:00 PM,,
3041917,200688,200515,2,4240.07,22,Transaction 41917,1/4/21 8:00 AM,,
3041931,201272,201178,3,1629.51,39,Transaction 41931,10/9/22 12:00 AM,,
3041935,200122,200641,4,1185.52,5,Transaction 41935,9/3/22 9:00 PM,,
3041940,200784,200402,1,3281.6,12,Transaction 41940,12/19/20 5:00 PM,,
3041950,201616,200665,2,1764.68,8,Transaction 41950,10/10/21 5:00 PM,,
3041953,200171,201361,1,2066.77,22,Transaction 41953,7/10/22 3:00 PM,,
3041959,200866,200041,1,2909.87,14,Transaction 41959,5/15/22 9:00 AM,,
3041965,200040,200580,2,1244.48,11,Transaction 41965,12/1/23 2:00 PM,,
3041968,200365,201485,2,79.36,1,Transaction 41968,12/1/23 2:00 PM,,
3041971,201512,200031,3,1765.33,14,Transaction 41971,7/18/22 5:00 AM,,
3041984,200775,200657,2,415.37,30,Transaction 41984,4/17/22 2:00 AM,,
3041993,200721,200421,4,3409.89,3,Transaction 41993,9/8/23 6:00 PM,,
3041995,200815,200133,2,766.51,20,Transaction 41995,6/22/20 2:00 PM,,
3042006,201016,201044,1,229.7,29,Transaction 42006,7/12/22 10:00 AM,,
3042017,200931,201549,2,3046.98,19,Transaction 42017,10/1/22 8:00 PM,,
3042026,201216,200129,3,1918.03,37,Transaction 42026,11/16/20 2:00 PM,,
3042031,201630,201626,2,2689.09,36,Transaction 42031,8/9/20 10:00 AM,,
3042050,201543,200790,1,3602.81,3,Transaction 42050,5/22/21 2:00 PM,,
3042057,200917,200012,2,2287.41,15,Transaction 42057,8/16/23 6:00 AM,,
3042067,201569,200141,4,4386.49,41,Transaction 42067,12/29/20 2:00 PM,,
3042077,200861,200158,2,407.23,3,Transaction 42077,3/27/23 11:00 PM,,
3042078,200730,200061,4,544.01,24,Transaction 42078,10/23/22 10:00 AM,,
3042098,201225,201102,2,3975.98,48,Transaction 42098,1/26/24 1:00 AM,,
3042116,201098,201483,3,4721.78,43,Transaction 42116,4/7/22 4:00 PM,,
3042123,201566,200541,1,608.67,44,Transaction 42123,1/5/23 3:00 PM,,
3042130,200177,200247,2,3264.63,44,Transaction 42130,9/13/23 11:00 PM,,
3042140,201326,201588,2,3851.04,2,Transaction 42140,8/14/23 10:00 PM,,
3042150,200621,200738,2,535.79,21,Transaction 42150,12/21/20 9:00 AM,,
3042155,200443,201403,2,1442.05,14,Transaction 42155,5/31/21 11:00 PM,,
3042189,201498,200894,2,4696.83,14,Transaction 42189,8/29/20 1:00 AM,,
3042191,200761,200277,3,2857.9,23,Transaction 42191,5/12/21 5:00 PM,,
3042192,201462,200090,1,4538.88,13,Transaction 42192,8/20/20 4:00 AM,,
3042199,200404,200764,1,3008.52,19,Transaction 42199,5/25/23 1:00 PM,,
3042200,201507,200280,3,3069.07,30,Transaction 42200,1/28/22 2:00 PM,,
3042202,201344,200375,3,1952.41,47,Transaction 42202,2/19/20 11:00 PM,,
3042203,201547,200083,3,1043.82,50,Transaction 42203,9/29/21 12:00 PM,,
3042219,200771,200676,1,2767.08,21,Transaction 42219,3/29/23 10:00 AM,,
3042230,200723,200204,3,1718.55,40,Transaction 42230,6/24/26 3:01 PM,,
3042233,200269,200289,1,155.45,26,Transaction 42233,7/18/23 6:00 AM,,
3042237,201179,201365,2,821.69,45,Transaction 42237,1/16/21 6:00 AM,,
3042252,200169,201233,1,4994.61,49,Transaction 42252,4/19/23 10:00 PM,,
3042256,200045,201561,2,2741.05,31,Transaction 42256,8/3/23 8:00 PM,,
3042260,200089,201625,3,4043.13,17,Transaction 42260,5/31/23 6:00 AM,,
3042278,201267,201089,3,476.63,1,Transaction 42278,4/27/22 10:00 AM,,
3042279,201567,200650,1,4736.34,35,Transaction 42279,9/13/20 8:00 AM,,
3042281,200833,200312,2,3886.86,47,Transaction 42281,10/1/21 4:00 PM,,
3042287,201035,200350,3,3104.23,21,Transaction 42287,1/22/20 3:00 AM,,
3042288,201344,200271,3,4530.49,2,Transaction 42288,6/27/23 4:00 AM,,
3042291,201511,201456,3,3209.69,48,Transaction 42291,11/8/23 5:00 AM,,
3042297,201375,201336,2,4128.72,17,Transaction 42297,12/14/20 3:00 PM,,
3042298,200005,200365,1,4525.98,42,Transaction 42298,10/21/21 8:00 PM,,
3042302,200300,200832,3,4798.92,25,Transaction 42302,11/7/20 12:00 PM,,
3042330,200712,200411,3,704.07,33,Transaction 42330,12/19/22 3:00 AM,,
3042331,201471,201255,2,1069.12,33,Transaction 42331,11/3/23 11:00 PM,,
3042332,200384,201049,4,4503.83,12,Transaction 42332,8/13/21 11:00 PM,,
3042334,201384,200316,4,2934.14,37,Transaction 42334,9/22/20 10:00 AM,,
3042344,201551,201183,2,3364.04,44,Transaction 42344,9/9/21 5:00 PM,,
3042350,200330,201525,2,3902.81,42,Transaction 42350,12/4/21 7:00 AM,,
3042364,200801,201600,3,3267.6,2,Transaction 42364,8/29/21 6:00 PM,,
3042373,200419,200642,3,985.03,49,Transaction 42373,8/29/20 6:00 AM,,
3042376,200822,201233,3,4431.79,1,Transaction 42376,8/21/22 1:00 PM,,
3042391,201590,201317,1,2612.72,25,Transaction 42391,6/10/22 3:00 AM,,
3042392,200779,200430,1,2595.24,18,Transaction 42392,3/22/20 2:00 PM,,
3042404,200502,200761,2,3051.99,4,Transaction 42404,10/17/21 6:00 PM,,
3042415,201090,200438,4,549.27,44,Transaction 42415,10/6/21 5:00 AM,,
3042417,200637,200892,2,641.87,48,Transaction 42417,6/3/22 1:00 AM,,
3042442,200678,201193,1,1079.46,38,Transaction 42442,6/20/20 5:00 AM,,
3042455,200826,200977,1,2586.24,13,Transaction 42455,11/14/23 7:00 PM,,
3042462,200102,201632,2,1641.59,13,Transaction 42462,9/27/22 2:00 PM,,
3042469,201538,200530,3,1061.18,13,Transaction 42469,2/13/23 4:00 PM,,
3042484,200394,201416,3,358.35,14,Transaction 42484,9/8/23 9:00 AM,,
3042486,200064,200118,3,2624.62,18,Transaction 42486,11/11/20 1:00 AM,,
3042501,200270,200868,1,842.65,39,Transaction 42501,11/28/22 12:00 AM,,
3042504,200886,200697,2,592.67,32,Transaction 42504,1/7/20 6:00 AM,,
3042515,200044,200206,3,2752.79,1,Transaction 42515,7/20/22 2:00 PM,,
3042521,201300,201138,2,1638.58,40,Transaction 42521,3/18/21 9:00 PM,,
3042524,201139,200814,3,1470.85,14,Transaction 42524,6/17/21 10:00 AM,,
3042535,201544,200907,2,2814.14,32,Transaction 42535,9/26/23 4:00 PM,,
3042556,201343,200623,2,628.42,21,Transaction 42556,7/1/21 2:00 AM,,
3042584,201612,200384,2,4296.32,13,Transaction 42584,2/20/21 1:00 AM,,
3042587,200002,200443,4,521.5,45,Transaction 42587,2/3/21 11:00 PM,,
3042588,201257,201119,3,2906.69,23,Transaction 42588,10/8/21 6:00 AM,,
3042590,201169,201418,3,2411.01,34,Transaction 42590,8/14/23 10:00 PM,,
3042597,201530,201250,2,214.85,6,Transaction 42597,3/1/21 6:00 PM,,
3042618,201120,201407,2,4075.52,31,Transaction 42618,3/21/22 6:00 AM,,
3042621,200291,201556,2,761.7,47,Transaction 42621,1/30/20 2:00 PM,,
3042623,200026,200512,1,2969.23,23,Transaction 42623,6/21/23 2:00 PM,,
3042624,200887,201605,1,3352.7,31,Transaction 42624,1/30/22 2:00 AM,,
3042642,200249,200482,4,4789.2,8,Transaction 42642,4/20/21 11:00 PM,,
3042643,200770,200496,3,1613.68,9,Transaction 42643,7/20/20 9:00 PM,,
3042660,200977,200901,2,3198.1,27,Transaction 42660,10/2/21 1:00 PM,,
3042666,200302,200090,2,2734.14,15,Transaction 42666,3/29/22 6:00 AM,,
3042667,201292,201335,2,2559.72,20,Transaction 42667,11/23/22 9:00 AM,,
3042673,200257,201288,2,2501.54,38,Transaction 42673,2/18/22 7:00 PM,,
3042686,201405,200783,1,1531.6,10,Transaction 42686,11/7/23 10:00 PM,,
3042705,200707,200755,1,4739.01,8,Transaction 42705,8/8/21 1:00 PM,,
3042710,200832,200167,1,447.6,29,Transaction 42710,4/5/23 11:00 AM,,
3042712,200222,200292,2,3903.66,34,Transaction 42712,1/6/20 7:00 PM,,
3042715,200337,201284,2,694.68,9,Transaction 42715,7/10/22 6:00 AM,,
3042732,201039,200217,3,4167.54,47,Transaction 42732,7/26/23 11:00 PM,,
3042737,201178,201144,2,950.29,25,Transaction 42737,12/23/22 6:00 PM,,
3042745,200386,201139,1,4536.62,21,Transaction 42745,8/16/21 6:00 AM,,
3042749,200706,201131,1,3075.85,9,Transaction 42749,11/4/21 11:00 PM,,
3042758,200217,201254,1,3487.19,26,Transaction 42758,12/13/20 4:00 PM,,
3042763,201158,200249,1,3167.15,5,Transaction 42763,12/11/23 11:00 AM,,
3042764,200150,201190,3,3711.07,45,Transaction 42764,1/16/21 1:00 PM,,
3042785,200430,201481,1,4851.09,32,Transaction 42785,1/18/21 11:00 PM,,
3042786,200908,200280,1,4808.25,20,Transaction 42786,10/30/23 2:00 PM,,
3042859,200018,200259,2,3890.26,33,Transaction 42859,9/13/23 3:00 AM,,
3042870,200923,200379,1,4492,33,Transaction 42870,4/19/22 4:00 PM,,
3042887,200283,200145,2,2442.28,40,Transaction 42887,5/30/21 5:00 PM,,
3042906,200530,200456,1,2204.97,23,Transaction 42906,8/3/23 7:00 PM,,
3042931,200236,201108,1,1722.22,31,Transaction 42931,2/9/23 2:00 PM,,
3042933,200939,200230,1,1792.09,37,Transaction 42933,4/26/20 8:00 PM,,
3042946,200114,200166,3,3477.22,9,Transaction 42946,6/26/23 10:00 AM,,
3042958,201418,201031,3,4461.09,45,Transaction 42958,2/2/23 12:00 AM,,
3042965,200447,201637,2,4654.16,31,Transaction 42965,2/7/23 6:00 AM,,
3042983,200480,201014,3,4360.79,19,Transaction 42983,2/28/20 10:00 AM,,
3042984,201271,200868,1,445.07,8,Transaction 42984,8/25/21 12:00 PM,,
3042985,200363,200577,3,3116.14,1,Transaction 42985,7/22/22 8:00 AM,,
3042990,200897,201192,1,2754.75,31,Transaction 42990,11/9/20 3:00 AM,,
3042998,201432,200299,2,1362.01,1,Transaction 42998,6/25/20 9:00 PM,,
3043002,200297,200767,3,3090.5,30,Transaction 43002,3/12/20 10:00 AM,,
3043025,201112,201410,1,3689.65,46,Transaction 43025,9/14/22 12:00 AM,,
3043034,200667,201595,1,453.93,36,Transaction 43034,1/23/21 7:00 AM,,
3043036,200558,200921,3,2127.83,27,Transaction 43036,1/18/20 3:00 PM,,
3043055,200405,200569,1,1007.78,17,Transaction 43055,12/24/20 4:00 PM,,
3043075,201193,200839,4,3093.59,31,Transaction 43075,12/27/20 2:00 AM,,
3043077,201499,200831,2,2177.34,7,Transaction 43077,10/19/23 9:00 AM,,
3043093,200579,201210,1,325.73,45,Transaction 43093,6/10/21 10:00 AM,,
3043104,200846,201571,3,4489.97,14,Transaction 43104,3/16/22 2:00 PM,,
3043119,200903,200725,3,771.58,38,Transaction 43119,4/2/20 2:00 PM,,
3043121,200146,201609,1,4501.09,6,Transaction 43121,5/9/20 12:00 AM,,
3043124,201097,201375,2,3799.39,35,Transaction 43124,12/26/20 8:00 PM,,
3043126,200368,200476,3,4133.92,17,Transaction 43126,12/27/22 10:00 AM,,
3043133,201234,200307,4,3090.29,47,Transaction 43133,2/25/23 1:00 PM,,
3043141,200623,200242,1,1916.7,47,Transaction 43141,9/30/21 10:00 AM,,
3043144,201162,200886,1,1954.92,3,Transaction 43144,4/25/23 9:00 AM,,
3043145,201198,201603,2,3775.26,15,Transaction 43145,7/19/22 3:00 PM,,
3043148,201451,200862,1,2828.89,26,Transaction 43148,1/5/23 9:00 AM,,
3043152,201193,201538,1,559.22,47,Transaction 43152,10/25/23 4:00 AM,,
3043155,201176,200518,4,749.68,34,Transaction 43155,6/30/21 9:00 AM,,
3043172,200451,201376,2,841.81,50,Transaction 43172,1/13/23 8:00 PM,,
3043180,200814,200397,3,399.48,31,Transaction 43180,5/20/21 3:00 PM,,
3043183,200260,200637,2,3094.22,47,Transaction 43183,1/10/20 7:00 AM,,
3043186,200554,200645,1,2528.98,41,Transaction 43186,4/12/20 11:00 PM,,
3043192,200703,201486,2,1886.27,23,Transaction 43192,2/7/21 9:00 AM,,
3043202,200016,201085,1,4585.79,12,Transaction 43202,12/17/22 7:00 AM,,
3043212,200488,201422,2,4304.81,43,Transaction 43212,2/17/23 4:00 PM,,
3043218,201276,200688,1,2735.21,22,Transaction 43218,6/12/23 8:00 AM,,
3043223,200904,200830,3,3100.76,12,Transaction 43223,10/14/23 12:00 AM,,
3043236,200883,200159,1,3684.02,11,Transaction 43236,8/26/26 3:01 PM,,
3043237,201546,201091,2,2029.85,25,Transaction 43237,8/26/26 3:01 PM,,
3043238,200289,200523,2,1283.96,31,Transaction 43238,6/6/20 1:00 AM,,
3043271,200599,201589,1,1227.46,16,Transaction 43271,3/3/23 12:00 AM,,
3043294,200688,201240,1,1871.58,5,Transaction 43294,5/7/23 7:00 PM,,
3043299,200199,201527,2,3059.95,46,Transaction 43299,10/12/22 9:00 PM,,
3043311,200853,200040,3,700.94,15,Transaction 43311,5/29/21 2:00 AM,,
3043312,200364,200857,3,4129.64,39,Transaction 43312,1/23/20 1:00 PM,,
3043331,200943,200361,2,3903.46,22,Transaction 43331,7/29/20 12:00 AM,,
3043351,201081,200384,1,1786.61,36,Transaction 43351,4/8/23 2:00 PM,,
3043356,201624,201066,3,3806.17,5,Transaction 43356,4/8/23 2:00 PM,,
3043358,200679,200019,2,1309.2,44,Transaction 43358,3/4/23 6:00 AM,,
3043373,201567,201377,1,29.67,34,Transaction 43373,10/31/20 9:00 AM,,
3043381,200398,201085,3,759.99,40,Transaction 43381,11/29/21 4:00 PM,,
3043387,200932,201084,1,3946.59,37,Transaction 43387,11/24/23 9:00 PM,,
3043398,201255,201597,3,1464.05,21,Transaction 43398,7/4/22 8:00 PM,,
3043415,201118,200744,3,2829.59,44,Transaction 43415,9/25/20 3:00 PM,,
3043416,201479,201216,2,659.68,40,Transaction 43416,7/27/22 11:00 AM,,
3043417,201386,200838,1,3636.88,46,Transaction 43417,5/7/23 1:00 AM,,
3043419,201540,201083,3,3284.28,35,Transaction 43419,12/31/23 3:00 PM,,
3043420,200085,201486,4,555.28,44,Transaction 43420,11/25/21 5:00 AM,,
3043421,201529,201477,1,4093.52,50,Transaction 43421,9/18/22 9:00 PM,,
3043440,200071,200589,2,3240.83,30,Transaction 43440,2/7/24 3:00 PM,,
3043444,200720,200064,1,1326.33,42,Transaction 43444,1/18/23 4:00 PM,,
3043459,201539,201312,4,1544.63,42,Transaction 43459,6/25/22 8:00 PM,,
3043470,201064,201107,3,4809.67,22,Transaction 43470,4/1/23 12:00 PM,,
3043488,201184,200153,2,3645.36,19,Transaction 43488,11/7/22 7:00 AM,,
3043497,201226,200441,4,4121.21,38,Transaction 43497,7/12/22 9:00 AM,,
3043505,200827,201085,2,1372.98,46,Transaction 43505,4/11/22 3:00 PM,,
3043514,200631,201455,1,94.1,43,Transaction 43514,9/8/20 11:00 PM,,
3043519,201069,200982,1,21.01,13,Transaction 43519,12/2/23 11:00 PM,,
